locus_tag	ftype	length_bp	gene	EC_number	COG	product
EEKMDCAF_00382	CDS	1020				hypothetical protein
EEKMDCAF_00383	CDS	711	rspR_1		COG1802	HTH-type transcriptional repressor RspR
EEKMDCAF_00384	CDS	2172				hypothetical protein
EEKMDCAF_00385	CDS	420	mprA			Response regulator MprA
EEKMDCAF_00386	CDS	3597	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
EEKMDCAF_00387	CDS	636	tmoT_1			Response regulator protein TmoT
EEKMDCAF_00388	CDS	306				hypothetical protein
EEKMDCAF_00389	CDS	504				hypothetical protein
EEKMDCAF_00390	CDS	318				hypothetical protein
EEKMDCAF_00391	CDS	879	cheR1_1	2.1.1.80		Chemotaxis protein methyltransferase 1
EEKMDCAF_00392	CDS	387	cheY_1		COG0784	Chemotaxis protein CheY 
EEKMDCAF_00393	CDS	474	cheW_1		COG0835	Chemotaxis protein CheW
EEKMDCAF_00394	CDS	2850	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
EEKMDCAF_00395	CDS	480	rssB_1			Regulator of RpoS
EEKMDCAF_00396	CDS	711				hypothetical protein
EEKMDCAF_00397	CDS	780				hypothetical protein
EEKMDCAF_00398	CDS	378				hypothetical protein
EEKMDCAF_00399	CDS	249				hypothetical protein
EEKMDCAF_00400	CDS	624				hypothetical protein
EEKMDCAF_00401	CDS	1164				hypothetical protein
EEKMDCAF_00402	CDS	516				hypothetical protein
EEKMDCAF_00403	CDS	1209				hypothetical protein
EEKMDCAF_00404	CDS	861				hypothetical protein
EEKMDCAF_00405	CDS	1413	norG		COG1167	HTH-type transcriptional regulator NorG
EEKMDCAF_00406	CDS	606				hypothetical protein
EEKMDCAF_00407	CDS	1272				hypothetical protein
EEKMDCAF_00408	CDS	1104				hypothetical protein
EEKMDCAF_00409	CDS	981				hypothetical protein
EEKMDCAF_00410	CDS	1641	tfdB	1.14.13.20		2,4-dichlorophenol 6-monooxygenase
EEKMDCAF_00411	CDS	894	cmpR_1		COG0583	HTH-type transcriptional activator CmpR
EEKMDCAF_00412	CDS	876				hypothetical protein
EEKMDCAF_00413	CDS	834	nrtD_1	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
EEKMDCAF_00414	CDS	1050				hypothetical protein
EEKMDCAF_00415	CDS	1140	leuB_1	1.1.1.85		3-isopropylmalate dehydrogenase
EEKMDCAF_00416	CDS	636	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
EEKMDCAF_00417	CDS	1410	leuC_1	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
EEKMDCAF_00418	CDS	954	argP_1			HTH-type transcriptional regulator ArgP
EEKMDCAF_00419	tRNA	90				tRNA-Ser(cga)
EEKMDCAF_00420	CDS	864	dhaA_1	3.8.1.5		Haloalkane dehalogenase
EEKMDCAF_00421	CDS	1125				hypothetical protein
EEKMDCAF_00422	CDS	390	rplU		COG0261	50S ribosomal protein L21
EEKMDCAF_00423	CDS	270	rpmA		COG0211	50S ribosomal protein L27
EEKMDCAF_00424	CDS	594				hypothetical protein
EEKMDCAF_00425	CDS	915				hypothetical protein
EEKMDCAF_00426	CDS	480				hypothetical protein
EEKMDCAF_00427	CDS	1041	cgtA	3.6.5.-		GTPase Obg/CgtA
EEKMDCAF_00428	CDS	1635		3.1.4.-		Multifunctional alkaline phosphatase superfamily protein
EEKMDCAF_00429	CDS	930				hypothetical protein
EEKMDCAF_00430	CDS	1122	proB	2.7.2.11	COG0263	Glutamate 5-kinase
EEKMDCAF_00431	CDS	1308	proA_1	1.2.1.41		Gamma-glutamyl phosphate reductase
EEKMDCAF_00432	CDS	645	nadD	2.7.7.18		nicotinate-nucleotide adenylyltransferase
EEKMDCAF_00433	CDS	357	rsfS			Ribosomal silencing factor RsfS
EEKMDCAF_00434	CDS	483	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
EEKMDCAF_00435	CDS	1350	envC		COG4942	Murein hydrolase activator EnvC
EEKMDCAF_00436	CDS	1356	ctpA_1	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpA
EEKMDCAF_00437	CDS	1224				hypothetical protein
EEKMDCAF_00438	CDS	504	rppH_1	3.6.1.-	COG0494	RNA pyrophosphohydrolase
EEKMDCAF_00439	CDS	504	rppH_2	3.6.1.-	COG0494	RNA pyrophosphohydrolase
EEKMDCAF_00440	CDS	1647				hypothetical protein
EEKMDCAF_00441	CDS	408	atpC			ATP synthase epsilon chain
EEKMDCAF_00442	CDS	1434	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
EEKMDCAF_00443	CDS	873	atpG_1		COG0224	ATP synthase gamma chain
EEKMDCAF_00444	CDS	1530	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
EEKMDCAF_00445	CDS	561	atpH		COG0712	ATP synthase subunit delta
EEKMDCAF_00446	CDS	498	rlpA_1	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
EEKMDCAF_00447	CDS	2211	priA	3.6.4.-	COG1198	Primosomal protein N'
EEKMDCAF_00448	CDS	966	xerC_1		COG4973	Tyrosine recombinase XerC
EEKMDCAF_00449	CDS	591				hypothetical protein
EEKMDCAF_00450	CDS	531				hypothetical protein
EEKMDCAF_00451	CDS	1401	lpd3	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase 3
EEKMDCAF_00452	CDS	750	ygfF	1.-.-.-		putative oxidoreductase YgfF
EEKMDCAF_00453	CDS	1245	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
EEKMDCAF_00454	CDS	2958	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
EEKMDCAF_00455	CDS	885	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
EEKMDCAF_00456	CDS	480				hypothetical protein
EEKMDCAF_00457	CDS	1197	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
EEKMDCAF_00458	CDS	969	mdh	1.1.1.37	COG0039	Malate dehydrogenase
EEKMDCAF_00459	CDS	1185	zapE		COG1485	Cell division protein ZapE
EEKMDCAF_00460	CDS	537	ytlP	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
EEKMDCAF_00461	CDS	645	tesA	3.1.1.1	COG2755	Esterase TesA
EEKMDCAF_00462	CDS	723			COG1136	putative ABC transporter ATP-binding protein
EEKMDCAF_00463	CDS	2571				hypothetical protein
EEKMDCAF_00464	CDS	792	ybhL_1		COG0670	Inner membrane protein YbhL
EEKMDCAF_00465	CDS	531		2.3.1.-		L-methionine sulfoximine/L-methionine sulfone acetyltransferase
EEKMDCAF_00466	CDS	372				hypothetical protein
EEKMDCAF_00467	CDS	684				hypothetical protein
EEKMDCAF_00468	CDS	777				hypothetical protein
EEKMDCAF_00469	CDS	2721	acnA	4.2.1.3	COG1048	Aconitate hydratase A
EEKMDCAF_00470	CDS	141				hypothetical protein
EEKMDCAF_00471	CDS	603	ccmA	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
EEKMDCAF_00472	CDS	669	ccmB		COG2386	Heme exporter protein B
EEKMDCAF_00473	CDS	792	ccmC		COG0755	Heme exporter protein C
EEKMDCAF_00474	CDS	186				hypothetical protein
EEKMDCAF_00475	CDS	585	cycY		COG0526	Thiol:disulfide interchange protein CycY
EEKMDCAF_00476	CDS	603	yciB_1			intracellular septation protein A
EEKMDCAF_00477	CDS	948	ftsY		COG0552	Signal recognition particle receptor FtsY
EEKMDCAF_00478	CDS	702		5.4.99.-	COG0564	putative RNA pseudouridine synthase
EEKMDCAF_00479	CDS	1110				hypothetical protein
EEKMDCAF_00480	CDS	1254	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
EEKMDCAF_00481	CDS	876	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
EEKMDCAF_00482	CDS	756				hypothetical protein
EEKMDCAF_00483	CDS	702			COG2968	26 kDa periplasmic immunogenic protein
EEKMDCAF_00484	CDS	981			COG2220	putative protein
EEKMDCAF_00485	CDS	1548	ffh		COG0541	Signal recognition particle protein
EEKMDCAF_00486	CDS	333	rpsP		COG0228	30S ribosomal protein S16
EEKMDCAF_00487	CDS	522	rimM		COG0806	Ribosome maturation factor RimM
EEKMDCAF_00488	CDS	912	gcvA_1			Glycine cleavage system transcriptional activator
EEKMDCAF_00489	CDS	1224				hypothetical protein
EEKMDCAF_00490	CDS	768	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
EEKMDCAF_00491	CDS	381	rplS		COG0335	50S ribosomal protein L19
EEKMDCAF_00492	CDS	1407	leuC_2	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
EEKMDCAF_00493	CDS	210				hypothetical protein
EEKMDCAF_00494	CDS	534				hypothetical protein
EEKMDCAF_00495	CDS	300				hypothetical protein
EEKMDCAF_00496	CDS	210				hypothetical protein
EEKMDCAF_00497	CDS	291				hypothetical protein
EEKMDCAF_00498	CDS	399				hypothetical protein
EEKMDCAF_00499	CDS	606	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
EEKMDCAF_00500	CDS	786				hypothetical protein
EEKMDCAF_00501	CDS	420				hypothetical protein
EEKMDCAF_00502	CDS	660		3.1.3.5	COG0546	5'-nucleotidase
EEKMDCAF_00503	CDS	882	mcl2_1	3.1.2.30	COG2301	(3S)-malyl-CoA thioesterase
EEKMDCAF_00504	CDS	645	cynT	4.2.1.1	COG0288	Carbonic anhydrase 1
EEKMDCAF_00505	CDS	1035	asd2	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase 2
EEKMDCAF_00506	CDS	780				hypothetical protein
EEKMDCAF_00507	CDS	387				hypothetical protein
EEKMDCAF_00508	CDS	1113	leuB_2	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
EEKMDCAF_00509	CDS	1188				hypothetical protein
EEKMDCAF_00510	CDS	783	yedY1		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
EEKMDCAF_00511	CDS	630	yedZ1		COG4117	Putative protein-methionine-sulfoxide reductase subunit YedZ1
EEKMDCAF_00512	CDS	555				hypothetical protein
EEKMDCAF_00513	CDS	762		1.-.-.-		putative oxidoreductase
EEKMDCAF_00514	CDS	1530	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
EEKMDCAF_00515	CDS	858				hypothetical protein
EEKMDCAF_00516	CDS	906	dmlR_4			HTH-type transcriptional regulator DmlR
EEKMDCAF_00517	CDS	336				hypothetical protein
EEKMDCAF_00518	CDS	405				hypothetical protein
EEKMDCAF_00519	CDS	1836	sdhA	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
EEKMDCAF_00520	CDS	783	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
EEKMDCAF_00521	CDS	2154	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
EEKMDCAF_00522	CDS	1959	yddA_1		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
EEKMDCAF_00523	CDS	825				hypothetical protein
EEKMDCAF_00524	CDS	387				hypothetical protein
EEKMDCAF_00525	CDS	810				hypothetical protein
EEKMDCAF_00526	CDS	948	pal_2			Peptidoglycan-associated lipoprotein
EEKMDCAF_00527	CDS	1338	argG	6.3.4.5	COG0137	Argininosuccinate synthase
EEKMDCAF_00528	CDS	828				hypothetical protein
EEKMDCAF_00529	CDS	495				hypothetical protein
EEKMDCAF_00530	CDS	1203	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
EEKMDCAF_00531	CDS	663				hypothetical protein
EEKMDCAF_00532	CDS	840	fadH_1	1.3.1.34	COG1028	putative 2,4-dienoyl-CoA reductase
EEKMDCAF_00533	CDS	975		1.3.1.103		2-haloacrylate reductase
EEKMDCAF_00534	CDS	1089				hypothetical protein
EEKMDCAF_00535	CDS	1161				hypothetical protein
EEKMDCAF_00536	CDS	378				hypothetical protein
EEKMDCAF_00537	CDS	303	phhB	4.2.1.96	COG2154	Putative pterin-4-alpha-carbinolamine dehydratase
EEKMDCAF_00538	CDS	1446				hypothetical protein
EEKMDCAF_00539	CDS	1584	phoD	3.1.3.1	COG3540	Alkaline phosphatase D
EEKMDCAF_00540	CDS	435				hypothetical protein
EEKMDCAF_00541	CDS	768				hypothetical protein
EEKMDCAF_00542	CDS	756	lgt_1	2.5.1.145		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
EEKMDCAF_00543	CDS	1446	moaA_1			GTP 3',8-cyclase
EEKMDCAF_00544	CDS	246				hypothetical protein
EEKMDCAF_00545	CDS	282				hypothetical protein
EEKMDCAF_00546	CDS	1827	typA		COG1217	GTP-binding protein TypA/BipA
EEKMDCAF_00547	CDS	1248				hypothetical protein
EEKMDCAF_00548	CDS	900				hypothetical protein
EEKMDCAF_00549	CDS	408				hypothetical protein
EEKMDCAF_00550	CDS	1314				hypothetical protein
EEKMDCAF_00551	CDS	468				hypothetical protein
EEKMDCAF_00552	CDS	879				hypothetical protein
EEKMDCAF_00553	CDS	510				hypothetical protein
EEKMDCAF_00554	CDS	537	ppa_1	3.6.1.1	COG0221	Inorganic pyrophosphatase
EEKMDCAF_00555	CDS	885	folD		COG0190	Bifunctional protein FolD protein
EEKMDCAF_00556	CDS	354				hypothetical protein
EEKMDCAF_00557	CDS	291				hypothetical protein
EEKMDCAF_00558	tRNA	76				tRNA-Ala(cgc)
EEKMDCAF_00559	CDS	813		4.2.1.17	COG1024	putative enoyl-CoA hydratase echA12
EEKMDCAF_00560	CDS	804				hypothetical protein
EEKMDCAF_00561	CDS	780				hypothetical protein
EEKMDCAF_00562	CDS	489				hypothetical protein
EEKMDCAF_00563	CDS	1410				hypothetical protein
EEKMDCAF_00564	CDS	1368			COG0369	Bifunctional cytochrome P450/NADPH--P450 reductase
EEKMDCAF_00565	CDS	1371				hypothetical protein
EEKMDCAF_00566	CDS	1689	entS_1			Enterobactin exporter EntS
EEKMDCAF_00567	CDS	216				hypothetical protein
EEKMDCAF_00568	CDS	324				hypothetical protein
EEKMDCAF_00569	CDS	1056				hypothetical protein
EEKMDCAF_00570	CDS	369				hypothetical protein
EEKMDCAF_00571	tRNA	76				tRNA-Thr(cgt)
EEKMDCAF_00572	CDS	1743				hypothetical protein
EEKMDCAF_00573	CDS	1212				hypothetical protein
EEKMDCAF_00574	CDS	747				hypothetical protein
EEKMDCAF_00575	CDS	1074	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
EEKMDCAF_00576	CDS	981	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
EEKMDCAF_00577	CDS	414				hypothetical protein
EEKMDCAF_00578	CDS	1116				hypothetical protein
EEKMDCAF_00579	CDS	456				hypothetical protein
EEKMDCAF_00580	CDS	1170				hypothetical protein
EEKMDCAF_00581	CDS	1947	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
EEKMDCAF_00582	CDS	516				hypothetical protein
EEKMDCAF_00583	CDS	585				hypothetical protein
EEKMDCAF_00584	CDS	2031				hypothetical protein
EEKMDCAF_00585	CDS	1431				hypothetical protein
EEKMDCAF_00586	CDS	210				hypothetical protein
EEKMDCAF_00587	CDS	1347	rsmB_1	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
EEKMDCAF_00588	CDS	1719	fzlC			FtsZ-localized protein C
EEKMDCAF_00589	CDS	1593	purH		COG0138	Bifunctional purine biosynthesis protein PurH
EEKMDCAF_00590	CDS	1386				hypothetical protein
EEKMDCAF_00591	CDS	1752	ggt_1	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
EEKMDCAF_00592	CDS	1296	naiP_1			Putative niacin/nicotinamide transporter NaiP
EEKMDCAF_00593	CDS	666	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
EEKMDCAF_00594	CDS	591				hypothetical protein
EEKMDCAF_00595	CDS	1350	mepA_1		COG0534	Multidrug export protein MepA
EEKMDCAF_00596	CDS	609	nsaD	5.99.1.4		2-hydroxychromene-2-carboxylate isomerase
EEKMDCAF_00597	CDS	924	panE_1	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
EEKMDCAF_00598	CDS	594	cc4		COG2863	Cytochrome c4
EEKMDCAF_00599	CDS	1293				hypothetical protein
EEKMDCAF_00600	CDS	987			COG0451	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase
EEKMDCAF_00601	tRNA	75				tRNA-Gly(gcc)
EEKMDCAF_00602	CDS	924	cnoX		COG3118	Chaperedoxin
EEKMDCAF_00603	CDS	678	lon2_1	3.4.21.53	COG0466	Lon protease 2
EEKMDCAF_00604	CDS	2502			COG2199	putative signaling protein
EEKMDCAF_00605	CDS	498				hypothetical protein
EEKMDCAF_00606	CDS	279				hypothetical protein
EEKMDCAF_00607	CDS	819				hypothetical protein
EEKMDCAF_00608	CDS	351				hypothetical protein
EEKMDCAF_00609	CDS	534				hypothetical protein
EEKMDCAF_00610	CDS	198				hypothetical protein
EEKMDCAF_00611	CDS	1221	ubiL_1	1.14.13.-	COG0654	Ubiquinone hydroxylase UbiL
EEKMDCAF_00612	CDS	900	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
EEKMDCAF_00613	CDS	879				hypothetical protein
EEKMDCAF_00614	CDS	339	glnK_1		COG0347	Nitrogen regulatory protein P-II 2
EEKMDCAF_00615	CDS	189				hypothetical protein
EEKMDCAF_00616	CDS	669	amtB_1			Ammonia channel
EEKMDCAF_00617	CDS	315				hypothetical protein
EEKMDCAF_00618	CDS	354				hypothetical protein
EEKMDCAF_00619	CDS	603	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
EEKMDCAF_00620	CDS	339	glnK_2		COG0347	Nitrogen regulatory protein P-II 2
EEKMDCAF_00621	CDS	1449	amtB_2			Ammonia channel
EEKMDCAF_00622	CDS	405				hypothetical protein
EEKMDCAF_00623	CDS	1215	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
EEKMDCAF_00624	CDS	2472				hypothetical protein
EEKMDCAF_00625	CDS	813	lolA			Outer-membrane lipoprotein carrier protein
EEKMDCAF_00626	CDS	816	xthA_1	3.1.11.2	COG0708	Exodeoxyribonuclease III
EEKMDCAF_00627	CDS	444				hypothetical protein
EEKMDCAF_00628	CDS	687	walR		COG0745	Transcriptional regulatory protein WalR
EEKMDCAF_00629	CDS	570				hypothetical protein
EEKMDCAF_00630	CDS	786	mhpD_1	4.2.1.80		2-keto-4-pentenoate hydratase
EEKMDCAF_00631	CDS	690			COG0325	Pyridoxal phosphate homeostasis protein
EEKMDCAF_00632	CDS	1698				hypothetical protein
EEKMDCAF_00633	CDS	657				hypothetical protein
EEKMDCAF_00634	CDS	1371	ycf3_1			Photosystem I assembly protein Ycf3
EEKMDCAF_00635	CDS	2625	leuS	6.1.1.4		Leucine--tRNA ligase
EEKMDCAF_00636	CDS	552				hypothetical protein
EEKMDCAF_00637	CDS	1029				hypothetical protein
EEKMDCAF_00638	CDS	888	parB			Chromosome-partitioning protein ParB
EEKMDCAF_00639	CDS	855	parA			Chromosome partitioning protein ParA
EEKMDCAF_00640	CDS	783	rsmG	2.1.1.170		Ribosomal RNA small subunit methyltransferase G
EEKMDCAF_00641	CDS	1881	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
EEKMDCAF_00642	CDS	1359	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
EEKMDCAF_00643	CDS	1266	rho	3.6.4.-	COG1158	Transcription termination factor Rho
EEKMDCAF_00644	CDS	423				hypothetical protein
EEKMDCAF_00645	CDS	840	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
EEKMDCAF_00646	CDS	549	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
EEKMDCAF_00647	CDS	600	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
EEKMDCAF_00648	CDS	720	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
EEKMDCAF_00649	CDS	486	secB		COG1952	Protein-export protein SecB
EEKMDCAF_00650	CDS	708				hypothetical protein
EEKMDCAF_00651	CDS	1554				hypothetical protein
EEKMDCAF_00652	CDS	591	mutS2	3.1.-.-		Endonuclease MutS2
EEKMDCAF_00653	CDS	1278				hypothetical protein
EEKMDCAF_00654	CDS	1305	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
EEKMDCAF_00655	CDS	618				hypothetical protein
EEKMDCAF_00656	CDS	486	aacA4	2.3.1.82		Aminoglycoside N(6')-acetyltransferase type 1
EEKMDCAF_00657	CDS	561	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
EEKMDCAF_00658	CDS	594	hisB_1		COG0131	Histidine biosynthesis bifunctional protein HisB
EEKMDCAF_00659	CDS	531				hypothetical protein
EEKMDCAF_00660	CDS	651	hisH	4.3.2.10		Imidazole glycerol phosphate synthase subunit HisH
EEKMDCAF_00661	CDS	747	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
EEKMDCAF_00662	CDS	774	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
EEKMDCAF_00663	CDS	321	hisE_1	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
EEKMDCAF_00664	CDS	957	coaA	2.7.1.33	COG1072	Pantothenate kinase
EEKMDCAF_00665	CDS	1059	ydiK_1		COG0628	Putative transport protein YdiK
EEKMDCAF_00666	CDS	630				hypothetical protein
EEKMDCAF_00667	CDS	2226	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
EEKMDCAF_00668	CDS	468				hypothetical protein
EEKMDCAF_00669	CDS	1539	comM		COG0606	Competence protein ComM
EEKMDCAF_00670	CDS	246				hypothetical protein
EEKMDCAF_00671	CDS	777	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
EEKMDCAF_00672	CDS	1290				hypothetical protein
EEKMDCAF_00673	CDS	735				hypothetical protein
EEKMDCAF_00674	CDS	1446	sctC_1			Type 3 secretion system secretin
EEKMDCAF_00675	CDS	813				hypothetical protein
EEKMDCAF_00676	CDS	945	gshB	6.3.2.3	COG0189	Glutathione synthetase
EEKMDCAF_00677	CDS	402				hypothetical protein
EEKMDCAF_00678	CDS	951	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
EEKMDCAF_00679	CDS	1236	lpoA			Penicillin-binding protein activator LpoA
EEKMDCAF_00680	CDS	1155	hemW_1		COG0635	Heme chaperone HemW
EEKMDCAF_00681	CDS	636		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
EEKMDCAF_00682	CDS	714	rph	2.7.7.56	COG0689	Ribonuclease PH
EEKMDCAF_00683	CDS	1089	hrcA		COG1420	Heat-inducible transcription repressor HrcA
EEKMDCAF_00684	CDS	606	grpE		COG0576	Protein GrpE
EEKMDCAF_00685	CDS	723	pncA_1	3.5.1.19	COG1335	Nicotinamidase
EEKMDCAF_00686	CDS	942				hypothetical protein
EEKMDCAF_00687	CDS	1902	dnaK_1			Chaperone protein DnaK
EEKMDCAF_00688	CDS	201				hypothetical protein
EEKMDCAF_00689	CDS	1134	dnaJ		COG0484	Chaperone protein DnaJ
EEKMDCAF_00690	CDS	600	rsmA_1	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
EEKMDCAF_00691	CDS	579				hypothetical protein
EEKMDCAF_00692	CDS	714	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
EEKMDCAF_00693	CDS	312				hypothetical protein
EEKMDCAF_00694	CDS	888	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
EEKMDCAF_00695	CDS	624	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
EEKMDCAF_00696	CDS	897	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
EEKMDCAF_00697	CDS	534				hypothetical protein
EEKMDCAF_00698	CDS	753	nth_1	4.2.99.18	COG0177	Endonuclease III
EEKMDCAF_00699	CDS	1137	emrA_1			Colistin resistance protein EmrA
EEKMDCAF_00700	CDS	1629	emrB_1			Multidrug export protein EmrB
EEKMDCAF_00701	CDS	741				hypothetical protein
EEKMDCAF_00702	CDS	1173				hypothetical protein
EEKMDCAF_00703	CDS	1206	pcp_1	3.4.21.100		Pseudomonalisin
EEKMDCAF_00704	CDS	1416	ydjE_1			Inner membrane metabolite transport protein YdjE
EEKMDCAF_00705	CDS	933	hdfR_1			HTH-type transcriptional regulator HdfR
EEKMDCAF_00706	CDS	1176	frc_1	2.8.3.16		Formyl-CoA:oxalate CoA-transferase
EEKMDCAF_00707	CDS	948	yngG_1	4.1.3.4	COG0119	Hydroxymethylglutaryl-CoA lyase YngG
EEKMDCAF_00708	CDS	447	nikR		COG0864	Nickel-responsive regulator
EEKMDCAF_00709	CDS	2466	silP	7.2.2.15		Silver exporting P-type ATPase
EEKMDCAF_00710	CDS	276	ricR		COG1937	Copper-sensing transcriptional repressor RicR
EEKMDCAF_00711	CDS	984				hypothetical protein
EEKMDCAF_00712	CDS	1389				hypothetical protein
EEKMDCAF_00713	CDS	771				hypothetical protein
EEKMDCAF_00714	tRNA	94				tRNA-Asp(gtc)
EEKMDCAF_00715	CDS	1083	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
EEKMDCAF_00716	CDS	414				hypothetical protein
EEKMDCAF_00717	CDS	360	rplT		COG0292	50S ribosomal protein L20
EEKMDCAF_00718	CDS	201	rpmI		COG0291	50S ribosomal protein L35
EEKMDCAF_00719	CDS	408				hypothetical protein
EEKMDCAF_00720	CDS	606	infC		COG0290	Translation initiation factor IF-3
EEKMDCAF_00721	CDS	813				hypothetical protein
EEKMDCAF_00722	CDS	468				hypothetical protein
EEKMDCAF_00723	CDS	798				hypothetical protein
EEKMDCAF_00724	CDS	1095	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
EEKMDCAF_00725	CDS	693	fzlA_1			FtsZ-localized protein A
EEKMDCAF_00726	CDS	807	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
EEKMDCAF_00727	CDS	966				hypothetical protein
EEKMDCAF_00728	tRNA	87				tRNA-Leu(cag)
EEKMDCAF_00729	CDS	1272	pbuE_1		COG2814	Purine efflux pump PbuE
EEKMDCAF_00730	CDS	615	rnd_1	3.1.13.5	COG0349	Ribonuclease D
EEKMDCAF_00731	CDS	735				hypothetical protein
EEKMDCAF_00732	CDS	711	lptA			Lipopolysaccharide export system protein LptA
